analysis_group,state,fia_species_code,scientific_name,period,cell_id,effort_count,focal_count
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,82_-156,142,4
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,82_-157,182,8
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,82_-158,517,39
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,82_-159,553,18
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,82_-160,161,12
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,82_-161,522,52
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,82_-162,9,1
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-151,106,1
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-152,276,8
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-153,60,1
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-154,78,2
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-155,119,4
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-156,152,3
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-157,39,1
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-158,246,13
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-159,204,9
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-160,138,8
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-161,595,80
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,83_-162,10,2
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,84_-160,335,34
PA|621|Liriodendron tulipifera,PA,621,Liriodendron tulipifera,late,84_-161,926,114
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-151,81,3
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-152,74,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-153,73,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-154,32,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-155,47,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-156,11,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-157,17,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-158,6,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-159,80,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-160,62,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,79_-161,20,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-150,39,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-151,273,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-152,70,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-153,18,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-154,94,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-155,64,3
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-156,17,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-157,122,3
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-158,28,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-159,41,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-160,328,3
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,80_-161,134,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-151,22,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-152,43,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-153,22,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-154,18,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-155,9,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-156,92,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-157,56,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-158,1,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-159,11,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-160,207,3
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-161,122,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,81_-162,1,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-150,20,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-151,51,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-152,87,6
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-153,23,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-154,22,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-155,13,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-156,12,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-158,12,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-159,12,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-160,21,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-161,18,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,82_-162,1,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-151,20,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-152,12,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-153,1,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-154,11,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-156,2,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-157,5,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-158,14,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-159,25,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-160,12,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-161,36,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,83_-162,2,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,84_-160,15,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,early,84_-161,57,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-151,2225,39
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-152,1137,34
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-153,557,12
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-154,363,8
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-155,518,12
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-156,124,4
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-157,63,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-158,89,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-159,541,14
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-160,293,13
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,79_-161,204,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-150,847,9
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-151,6828,139
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-152,2046,49
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-153,742,8
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-154,1517,30
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-155,1315,46
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-156,199,7
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-157,331,4
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-158,338,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-159,932,27
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-160,2379,18
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-161,1703,14
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,80_-162,2,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-151,1217,15
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-152,859,33
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-153,401,13
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-154,535,12
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-155,282,5
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-156,1208,24
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-157,347,3
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-158,127,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-159,399,5
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-160,1242,25
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-161,1410,18
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,81_-162,7,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-150,206,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-151,1161,16
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-152,1099,23
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-153,408,11
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-154,237,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-155,150,4
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-156,142,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-157,182,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-158,517,6
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-159,553,20
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-160,161,4
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-161,522,13
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,82_-162,9,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-151,106,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-152,276,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-153,60,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-154,78,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-155,119,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-156,152,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-157,39,0
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-158,246,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-159,204,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-160,138,1
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-161,595,16
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,83_-162,10,2
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,84_-160,335,3
PA|693|Nyssa sylvatica,PA,693,Nyssa sylvatica,late,84_-161,926,18
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-151,81,4
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-152,74,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-153,73,5
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-154,32,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-155,47,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-156,11,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-157,17,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-158,6,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-159,80,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-160,62,4
PA|762|Prunus serotina,PA,762,Prunus serotina,early,79_-161,20,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-150,39,6
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-151,273,11
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-152,70,4
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-153,18,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-154,94,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-155,64,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-156,17,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-157,122,7
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-158,28,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-159,41,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-160,328,9
PA|762|Prunus serotina,PA,762,Prunus serotina,early,80_-161,134,5
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-151,22,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-152,43,3
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-153,22,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-154,18,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-155,9,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-156,92,2
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-157,56,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-158,1,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-159,11,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-160,207,9
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-161,122,2
PA|762|Prunus serotina,PA,762,Prunus serotina,early,81_-162,1,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-150,20,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-151,51,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-152,87,3
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-153,23,2
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-154,22,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-155,13,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-156,12,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-158,12,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-159,12,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-160,21,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-161,18,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,82_-162,1,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-151,20,2
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-152,12,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-153,1,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-154,11,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-156,2,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-157,5,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-158,14,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-159,25,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-160,12,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-161,36,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,83_-162,2,0
PA|762|Prunus serotina,PA,762,Prunus serotina,early,84_-160,15,1
PA|762|Prunus serotina,PA,762,Prunus serotina,early,84_-161,57,5
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-151,2225,75
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-152,1137,23
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-153,557,14
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-154,363,11
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-155,518,16
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-156,124,4
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-157,63,2
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-158,89,2
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-159,541,5
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-160,293,11
PA|762|Prunus serotina,PA,762,Prunus serotina,late,79_-161,204,3
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-150,847,18
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-151,6828,177
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-152,2046,40
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-153,742,25
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-154,1517,41
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-155,1315,32
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-156,199,3
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-157,331,3
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-158,338,9
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-159,932,10
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-160,2379,60
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-161,1703,41
PA|762|Prunus serotina,PA,762,Prunus serotina,late,80_-162,2,0
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-151,1217,23
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-152,859,12
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-153,401,13
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-154,535,20
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-155,282,5
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-156,1208,33
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-157,347,9
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-158,127,3
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-159,399,10
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-160,1242,38
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-161,1410,40
PA|762|Prunus serotina,PA,762,Prunus serotina,late,81_-162,7,0
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-150,206,2
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-151,1161,32
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-152,1099,29
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-153,408,9
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-154,237,9
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-155,150,1
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-156,142,1
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-157,182,4
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-158,517,20
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-159,553,17
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-160,161,9
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-161,522,17
PA|762|Prunus serotina,PA,762,Prunus serotina,late,82_-162,9,0
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-151,106,3
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-152,276,10
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-153,60,1
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-154,78,4
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-155,119,3
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-156,152,7
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-157,39,0
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-158,246,12
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-159,204,8
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-160,138,5
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-161,595,20
PA|762|Prunus serotina,PA,762,Prunus serotina,late,83_-162,10,0
PA|762|Prunus serotina,PA,762,Prunus serotina,late,84_-160,335,18
PA|762|Prunus serotina,PA,762,Prunus serotina,late,84_-161,926,41
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-151,81,4
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-152,74,7
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-153,73,0
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-154,32,1
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-155,47,5
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-156,11,1
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-157,17,0
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-158,6,0
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-159,80,2
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-160,62,2
PA|802|Quercus alba,PA,802,Quercus alba,early,79_-161,20,0
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-150,39,0
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-151,273,7
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-152,70,2
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-153,18,1
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-154,94,8
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-155,64,5
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-156,17,2
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-157,122,6
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-158,28,3
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-159,41,1
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-160,328,9
PA|802|Quercus alba,PA,802,Quercus alba,early,80_-161,134,3
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-151,22,0
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-152,43,1
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-153,22,0
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-154,18,1
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-155,9,0
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-156,92,2
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-157,56,2
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-158,1,0
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-159,11,0
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-160,207,7
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-161,122,2
PA|802|Quercus alba,PA,802,Quercus alba,early,81_-162,1,0
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-150,20,1
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-151,51,3
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-152,87,2
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-153,23,0
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-154,22,0
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-155,13,0
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-156,12,1
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-158,12,1
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-159,12,0
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-160,21,1
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-161,18,0
PA|802|Quercus alba,PA,802,Quercus alba,early,82_-162,1,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-151,20,1
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-152,12,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-153,1,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-154,11,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-156,2,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-157,5,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-158,14,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-159,25,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-160,12,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-161,36,0
PA|802|Quercus alba,PA,802,Quercus alba,early,83_-162,2,0
PA|802|Quercus alba,PA,802,Quercus alba,early,84_-160,15,0
PA|802|Quercus alba,PA,802,Quercus alba,early,84_-161,57,1
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-151,2225,49
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-152,1137,30
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-153,557,12
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-154,363,6
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-155,518,26
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-156,124,3
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-157,63,2
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-158,89,2
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-159,541,23
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-160,293,12
PA|802|Quercus alba,PA,802,Quercus alba,late,79_-161,204,9
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-150,847,19
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-151,6828,212
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-152,2046,46
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-153,742,12
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-154,1517,28
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-155,1315,53
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-156,199,3
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-157,331,5
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-158,338,4
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-159,932,15
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-160,2379,54
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-161,1703,33
PA|802|Quercus alba,PA,802,Quercus alba,late,80_-162,2,0
PA|802|Quercus alba,PA,802,Quercus alba,late,81_-151,1217,28
PA|802|Quercus alba,PA,802,Quercus alba,late,81_-152,859,22
PA|802|Quercus alba,PA,802,Quercus alba,late,81_-153,401,18
PA|802|Quercus alba,PA,802,Quercus alba,late,81_-154,535,15
PA|802|Quercus alba,PA,802,Quercus alba,late,81_-155,282,8
